ISCO-08,ONET-SOC,Job title
8160,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8160,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
8160,51-3099.00,"Food Processing Workers, All Other"
8160,51-9199.00,"Production Workers, All Other"
8160,51-3011.00,Bakers
8160,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
8160,35-3011.00,Bartenders
8160,51-9198.00,Helpers--Production Workers
8160,51-9111.00,Packaging and Filling Machine Operators and Tenders
8160,45-2041.00,"Graders and Sorters, Agricultural Products"
8160,51-3021.00,Butchers and Meat Cutters
8160,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
8160,51-3023.00,Slaughterers and Meat Packers
8171,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
8171,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
8171,51-9011.00,Chemical Equipment Operators and Tenders
8171,51-2051.00,Fiberglass Laminators and Fabricators
8171,51-5113.00,Print Binding and Finishing Workers
8171,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
8172,45-4021.00,Fallers
8172,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
8172,45-4022.00,Logging Equipment Operators
8172,45-4023.00,Log Graders and Scalers
8172,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
8172,37-3013.00,Tree Trimmers and Pruners
8172,51-9191.00,Adhesive Bonding Machine Operators and Tenders
8172,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
8172,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
8172,51-7099.00,"Woodworkers, All Other"
818,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
8181,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
8181,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
8181,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
8181,51-9195.05,"Potters, Manufacturing"
8181,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
8181,51-4051.00,Metal-Refining Furnace Operators and Tenders
8181,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
8181,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
8181,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
8181,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers"
8181,51-2051.00,Fiberglass Laminators and Fabricators
8181,47-2121.00,Glaziers
8181,49-3022.00,Automotive Glass Installers and Repairers
8181,51-9022.00,"Grinding and Polishing Workers, Hand"
8182,51-8021.00,Stationary Engineers and Boiler Operators
8182,47-2011.00,Boilermakers
8182,51-8011.00,Nuclear Power Reactor Operators
8183,51-9111.00,Packaging and Filling Machine Operators and Tenders
8183,51-9198.00,Helpers--Production Workers
8183,53-7064.00,"Packers and Packagers, Hand"
8183,53-7071.00,Gas Compressor and Gas Pumping Station Operators
8183,51-6042.00,Shoe Machine Operators and Tenders
8183,51-9191.00,Adhesive Bonding Machine Operators and Tenders
8189,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
8189,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
8189,51-9191.00,Adhesive Bonding Machine Operators and Tenders
8189,53-7011.00,Conveyor Operators and Tenders
8189,53-7063.00,Machine Feeders and Offbearers
8189,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
821,51-2092.00,Team Assemblers
8211,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
8211,51-2031.00,Engine and Other Machine Assemblers
8211,49-2091.00,Avionics Technicians
8211,49-3011.00,Aircraft Mechanics and Service Technicians
8211,49-9041.00,Industrial Machinery Mechanics
8211,51-2022.00,Electrical and Electronic Equipment Assemblers
8211,51-2023.00,Electromechanical Equipment Assemblers
8211,51-2092.00,Team Assemblers
8211,17-2199.05,Mechatronics Engineers
8211,17-2199.08,Robotics Engineers
8211,17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians
8211,17-3024.01,Robotics Technicians
8211,49-3091.00,Bicycle Repairers
8211,49-3021.00,Automotive Body and Related Repairers
8211,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
8211,41-2022.00,Parts Salespersons
8211,49-3043.00,Rail Car Repairers
8212,51-2021.00,"Coil Winders, Tapers, and Finishers"
8212,51-2022.00,Electrical and Electronic Equipment Assemblers
8212,51-2023.00,Electromechanical Equipment Assemblers
8212,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
8212,51-9141.00,Semiconductor Processing Technicians
8212,29-1021.00,"Dentists, General"
8212,29-1022.00,Oral and Maxillofacial Surgeons
8212,29-1023.00,Orthodontists
8212,29-1024.00,Prosthodontists
8212,29-1292.00,Dental Hygienists
8212,49-9062.00,Medical Equipment Repairers
8212,47-3013.00,Helpers--Electricians
8212,49-2092.00,"Electric Motor, Power Tool, and Related Repairers"
8212,49-9051.00,Electrical Power-Line Installers and Repairers
8212,49-9052.00,Telecommunications Line Installers and Repairers
8212,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
8212,51-2061.00,Timing Device Assemblers and Adjusters
8212,49-9063.00,Musical Instrument Repairers and Tuners
8212,49-9061.00,Camera and Photographic Equipment Repairers
8219,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
8219,51-9197.00,Tire Builders
8219,51-7011.00,Cabinetmakers and Bench Carpenters
8219,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
8219,51-9191.00,Adhesive Bonding Machine Operators and Tenders
8219,49-3091.00,Bicycle Repairers
8219,51-2092.00,Team Assemblers
8219,51-2099.00,"Assemblers and Fabricators, All Other"
8219,51-7021.00,Furniture Finishers
8219,51-9071.00,Jewelers and Precious Stone and Metal Workers
8219,51-9071.06,Gem and Diamond Workers
8219,49-9062.00,Medical Equipment Repairers
8219,51-4199.00,"Metal Workers and Plastic Workers, All Other"
8219,47-2211.00,Sheet Metal Workers
8219,51-2041.00,Structural Metal Fabricators and Fitters
8219,51-9198.00,Helpers--Production Workers
8219,51-2051.00,Fiberglass Laminators and Fabricators
8311,53-4011.00,Locomotive Engineers
8311,53-4041.00,Subway and Streetcar Operators
8311,33-9094.00,School Bus Monitors
8311,53-3051.00,"Bus Drivers, School"
8312,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
8312,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
8312,33-9091.00,Crossing Guards and Flaggers
8312,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
8312,49-9097.00,Signal and Track Switch Repairers
8312,43-2011.00,"Switchboard Operators, Including Answering Service"
8312,53-4031.00,Railroad Conductors and Yardmasters
8312,53-4011.00,Locomotive Engineers
8312,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
8321,43-5021.00,Couriers and Messengers
8321,53-3031.00,Driver/Sales Workers
8321,53-3033.00,Light Truck Drivers
8321,53-3054.00,Taxi Drivers
8322,53-3031.00,Driver/Sales Workers
8322,53-3033.00,Light Truck Drivers
8322,53-3053.00,Shuttle Drivers and Chauffeurs
8322,53-3054.00,Taxi Drivers
8322,53-6021.00,Parking Attendants
8322,43-5052.00,Postal Service Mail Carriers
8322,43-5021.00,Couriers and Messengers
8322,39-4011.00,Embalmers
8322,39-4012.00,Crematory Operators
8322,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
8322,33-3041.00,Parking Enforcement Workers
8322,31-1132.00,Orderlies
8322,33-9094.00,School Bus Monitors
8322,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
8322,53-3051.00,"Bus Drivers, School"
8331,53-3051.00,"Bus Drivers, School"
8331,53-3052.00,"Bus Drivers, Transit and Intercity"
8331,33-9094.00,School Bus Monitors
8331,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
8331,53-3053.00,Shuttle Drivers and Chauffeurs
8331,53-3054.00,Taxi Drivers
8331,53-4041.00,Subway and Streetcar Operators
8331,33-9091.00,Crossing Guards and Flaggers
8332,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
8332,53-7051.00,Industrial Truck and Tractor Operators
8332,53-6031.00,Automotive and Watercraft Service Attendants
8332,53-6032.00,Aircraft Service Attendants
8332,53-7121.00,"Tank Car, Truck, and Ship Loaders"
8332,43-5052.00,Postal Service Mail Carriers
8332,53-3031.00,Driver/Sales Workers
8332,53-3033.00,Light Truck Drivers
8332,53-3054.00,Taxi Drivers
8332,47-2051.00,Cement Masons and Concrete Finishers
8332,47-4041.00,Hazardous Materials Removal Workers
8332,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers
8332,33-2011.00,Firefighters
8332,33-2021.00,Fire Inspectors and Investigators
8332,33-9011.00,Animal Control Workers
8332,53-7081.00,Refuse and Recyclable Material Collectors
8341,45-2091.00,Agricultural Equipment Operators
8341,45-4022.00,Logging Equipment Operators
8341,37-3013.00,Tree Trimmers and Pruners
8341,45-3031.00,Fishing and Hunting Workers
8341,45-4011.00,Forest and Conservation Workers
8341,45-4021.00,Fallers
8341,45-4023.00,Log Graders and Scalers
8341,37-3011.00,Landscaping and Groundskeeping Workers
8341,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
8341,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
8341,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
8341,49-3041.00,Farm Equipment Mechanics and Service Technicians
8341,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
8342,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
8342,47-2072.00,Pile Driver Operators
8342,47-2073.00,Operating Engineers and Other Construction Equipment Operators
8342,47-4091.00,Segmental Pavers
8342,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
8342,53-7031.00,Dredge Operators
8342,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
8342,47-5041.00,Continuous Mining Machine Operators
8342,47-5043.00,"Roof Bolters, Mining"
8342,47-5051.00,"Rock Splitters, Quarry"
8342,47-2061.00,Construction Laborers
8342,47-2051.00,Cement Masons and Concrete Finishers
8342,47-4051.00,Highway Maintenance Workers
8342,53-6041.00,Traffic Technicians
8342,37-3011.00,Landscaping and Groundskeeping Workers
8343,53-7021.00,Crane and Tower Operators
8343,53-7041.00,Hoist and Winch Operators
8343,53-6099.00,"Transportation Workers, All Other"
8343,47-2072.00,Pile Driver Operators
8343,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
8344,53-7051.00,Industrial Truck and Tractor Operators
8350,53-5011.00,Sailors and Marine Oilers
8350,53-5022.00,Motorboat Operators
8350,45-3031.00,Fishing and Hunting Workers
9111,37-2012.00,Maids and Housekeeping Cleaners
9111,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
9112,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
9112,35-9021.00,Dishwashers
9112,53-7061.00,Cleaners of Vehicles and Equipment
9112,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
9112,49-9043.00,"Maintenance Workers, Machinery"
9112,49-9071.00,"Maintenance and Repair Workers, General"
9112,51-7021.00,Furniture Finishers
9112,37-2012.00,Maids and Housekeeping Cleaners
9112,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
9121,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
9121,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
9121,51-6011.00,Laundry and Dry-Cleaning Workers
9122,53-7061.00,Cleaners of Vehicles and Equipment
9122,35-9021.00,Dishwashers
9122,49-3021.00,Automotive Body and Related Repairers
9123,35-9021.00,Dishwashers
9123,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
9123,37-2012.00,Maids and Housekeeping Cleaners
9123,47-2121.00,Glaziers
9123,49-3022.00,Automotive Glass Installers and Repairers
9123,53-7061.00,Cleaners of Vehicles and Equipment
9129,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
9129,37-2012.00,Maids and Housekeeping Cleaners
9129,47-2041.00,Carpet Installers
9129,51-6011.00,Laundry and Dry-Cleaning Workers
9129,53-7061.00,Cleaners of Vehicles and Equipment
9129,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
9129,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers"
9129,35-9021.00,Dishwashers
9129,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
921,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
9211,45-2041.00,"Graders and Sorters, Agricultural Products"
9211,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
9212,45-2021.00,Animal Breeders
9212,39-2021.00,Animal Caretakers
9213,19-4012.01,Precision Agriculture Technicians
9213,37-2021.00,Pest Control Workers
9213,45-2041.00,"Graders and Sorters, Agricultural Products"
9213,45-2091.00,Agricultural Equipment Operators
9213,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
9214,37-3011.00,Landscaping and Groundskeeping Workers
9214,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
9214,47-4031.00,Fence Erectors
9214,27-1023.00,Floral Designers
9214,37-2021.00,Pest Control Workers
9214,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
9215,45-4011.00,Forest and Conservation Workers
9215,19-1031.02,Range Managers
9215,19-1032.00,Foresters
9215,19-4071.00,Forest and Conservation Technicians
9215,33-2022.00,Forest Fire Inspectors and Prevention Specialists
9215,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
9215,37-3013.00,Tree Trimmers and Pruners
9215,45-3031.00,Fishing and Hunting Workers
9215,45-4021.00,Fallers
9215,45-4022.00,Logging Equipment Operators
9216,45-2091.00,Agricultural Equipment Operators
9216,45-2099.00,"Agricultural Workers, All Other"
9216,45-3031.00,Fishing and Hunting Workers
9216,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
9311,47-5081.00,Helpers--Extraction Workers
9311,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
9311,47-5041.00,Continuous Mining Machine Operators
9311,47-5043.00,"Roof Bolters, Mining"
9311,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
9312,47-2061.00,Construction Laborers
9312,47-4051.00,Highway Maintenance Workers
9312,53-6011.00,Bridge and Lock Tenders
9312,47-2151.00,Pipelayers
9312,47-4031.00,Fence Erectors
9312,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners
9312,33-9091.00,Crossing Guards and Flaggers
9312,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
9312,49-9097.00,Signal and Track Switch Repairers
9312,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
9312,47-2073.00,Operating Engineers and Other Construction Equipment Operators
9312,53-6041.00,Traffic Technicians
9313,47-4031.00,Fence Erectors
9313,47-2031.00,Carpenters
9313,47-2061.00,Construction Laborers
9313,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
9321,53-7064.00,"Packers and Packagers, Hand"
9321,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
9321,51-6031.00,Sewing Machine Operators
9329,51-9198.00,Helpers--Production Workers
9329,53-7064.00,"Packers and Packagers, Hand"
9329,47-2021.00,Brickmasons and Blockmasons
9329,47-2082.00,Tapers
9329,51-2051.00,Fiberglass Laminators and Fabricators
9331,43-5021.00,Couriers and Messengers
9331,43-5052.00,Postal Service Mail Carriers
9331,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
9331,49-3091.00,Bicycle Repairers
9331,53-3031.00,Driver/Sales Workers
9332,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
9332,53-3054.00,Taxi Drivers
9333,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
9333,53-7065.00,Stockers and Order Fillers
9333,53-7121.00,"Tank Car, Truck, and Ship Loaders"
9333,39-6011.00,Baggage Porters and Bellhops
9333,53-1041.00,Aircraft Cargo Handling Supervisors
9333,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance"
9333,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
9333,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
9333,53-7051.00,Industrial Truck and Tractor Operators
9333,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
9333,53-7064.00,"Packers and Packagers, Hand"
9333,43-4151.00,Order Clerks
9334,27-1026.00,Merchandise Displayers and Window Trimmers
9334,53-7065.00,Stockers and Order Fillers
9411,35-2011.00,"Cooks, Fast Food"
